weight,timestamp
4502.45,2026-05-05 16:46:13.402584
4509.64,2026-05-05 16:46:13.413584
4513.34,2026-05-05 16:46:13.423584
4505.5,2026-05-05 16:46:13.434584
4500.05,2026-05-05 16:46:13.445584
4503.54,2026-05-05 16:46:13.456584
4505.5,2026-05-05 16:46:13.466584
4512.36,2026-05-05 16:46:13.477584
4514.43,2026-05-05 16:46:13.488584
4521.95,2026-05-05 16:46:13.499584
4506.15,2026-05-05 16:46:13.509584
4504.08,2026-05-05 16:46:13.520584
4510.07,2026-05-05 16:46:13.531584
4524.56,2026-05-05 16:46:13.542584
4514.32,2026-05-05 16:46:13.552584
4500.05,2026-05-05 16:46:13.563584
4501.36,2026-05-05 16:46:13.574584
4499.07,2026-05-05 16:46:13.585584
4504.84,2026-05-05 16:46:13.595584
4503.64,2026-05-05 16:46:13.606584
4513.01,2026-05-05 16:46:13.614131
4501.47,2026-05-05 16:46:13.624131
4496.13,2026-05-05 16:46:13.634131
4507.13,2026-05-05 16:46:13.645131
4496.56,2026-05-05 16:46:13.656131
4498.74,2026-05-05 16:46:13.667131
4514.1,2026-05-05 16:46:13.677131
4520.21,2026-05-05 16:46:13.688131
4508.66,2026-05-05 16:46:13.699131
4528.27,2026-05-05 16:46:13.710131
4569.24,2026-05-05 16:46:13.720131
4666.86,2026-05-05 16:46:13.731131
4721.67,2026-05-05 16:46:13.742131
4761.33,2026-05-05 16:46:13.753131
4755.01,2026-05-05 16:46:13.763131
4743.46,2026-05-05 16:46:13.774131
4733.65,2026-05-05 16:46:13.785131
4739.76,2026-05-05 16:46:13.796131
4736.92,2026-05-05 16:46:13.806131
4714.26,2026-05-05 16:46:13.817131
4675.25,2026-05-05 16:46:13.834455
4639.08,2026-05-05 16:46:13.845455
4613.15,2026-05-05 16:46:13.855455
4575.12,2026-05-05 16:46:13.866455
4549.19,2026-05-05 16:46:13.877455
4534.7,2026-05-05 16:46:13.888455
4546.68,2026-05-05 16:46:13.899455
4524.78,2026-05-05 16:46:13.909455
4512.58,2026-05-05 16:46:13.920455
4493.84,2026-05-05 16:46:13.931455
4500.81,2026-05-05 16:46:13.942455
4503.64,2026-05-05 16:46:13.952455
4508.66,2026-05-05 16:46:13.963455
4522.82,2026-05-05 16:46:13.974455
4512.58,2026-05-05 16:46:13.985455
4506.8,2026-05-05 16:46:13.995455
4513.45,2026-05-05 16:46:14.006455
4525.76,2026-05-05 16:46:14.017455
4509.75,2026-05-05 16:46:14.028455
4498.96,2026-05-05 16:46:14.038455
4506.04,2026-05-05 16:46:14.045892
4525.44,2026-05-05 16:46:14.054892
4523.15,2026-05-05 16:46:14.065892
4525.44,2026-05-05 16:46:14.075892
4544.83,2026-05-05 16:46:14.086892
4571.52,2026-05-05 16:46:14.097892
4570.76,2026-05-05 16:46:14.108892
4577.95,2026-05-05 16:46:14.118892
4594.51,2026-05-05 16:46:14.129892
4579.37,2026-05-05 16:46:14.140892
4567.6,2026-05-05 16:46:14.151892
4580.68,2026-05-05 16:46:14.161892
4588.63,2026-05-05 16:46:14.172892
4560.85,2026-05-05 16:46:14.183892
4553.11,2026-05-05 16:46:14.194892
4541.89,2026-05-05 16:46:14.204892
4524.89,2026-05-05 16:46:14.215892
4498.09,2026-05-05 16:46:14.226892
4509.2,2026-05-05 16:46:14.237892
4527.07,2026-05-05 16:46:14.247892
